subject	predicate	object	primary_knowledge_source	aggregator_knowledge_source	original_object	original_subject	subject_label	object_label
HGNC:904		MONDO:0005486	infores:gencc	infores:gencc			AXIN2	tooth agenesis
HGNC:930		MONDO:0007526	infores:gencc	infores:gencc			B4GALT7	Ehlers-Danlos syndrome, spondylodysplastic type
HGNC:966		MONDO:0015229	infores:gencc	infores:gencc			BBS1	Bardet-Biedl syndrome
HGNC:26291		MONDO:0015229	infores:gencc	infores:gencc			BBS10	Bardet-Biedl syndrome
HGNC:967		MONDO:0019200	infores:gencc	infores:gencc			BBS2	retinitis pigmentosa
HGNC:967		MONDO:0015229	infores:gencc	infores:gencc			BBS2	Bardet-Biedl syndrome
HGNC:969		MONDO:0015229	infores:gencc	infores:gencc			BBS4	Bardet-Biedl syndrome
HGNC:970		MONDO:0015229	infores:gencc	infores:gencc			BBS5	Bardet-Biedl syndrome
HGNC:18758		MONDO:0015229	infores:gencc	infores:gencc			BBS7	Bardet-Biedl syndrome
HGNC:30000		MONDO:0015229	infores:gencc	infores:gencc			BBS9	Bardet-Biedl syndrome
HGNC:986		MONDO:0017051	infores:gencc	infores:gencc			BCKDHA	classic maple syrup urine disease
HGNC:986		MONDO:0017052	infores:gencc	infores:gencc			BCKDHA	intermediate maple syrup urine disease
HGNC:986		MONDO:0017053	infores:gencc	infores:gencc			BCKDHA	intermittent maple syrup urine disease
HGNC:986		MONDO:0017054	infores:gencc	infores:gencc			BCKDHA	thiamine-responsive maple syrup urine disease
HGNC:987		MONDO:0017051	infores:gencc	infores:gencc			BCKDHB	classic maple syrup urine disease
HGNC:987		MONDO:0017052	infores:gencc	infores:gencc			BCKDHB	intermediate maple syrup urine disease
HGNC:987		MONDO:0017053	infores:gencc	infores:gencc			BCKDHB	intermittent maple syrup urine disease
HGNC:987		MONDO:0017054	infores:gencc	infores:gencc			BCKDHB	thiamine-responsive maple syrup urine disease
HGNC:20893		MONDO:0018924	infores:gencc	infores:gencc			BCOR	microphthalmia, Lenz type
HGNC:1020		MONDO:0015448	infores:gencc	infores:gencc			BCS1L	mitochondrial complex III deficiency
HGNC:1020		MONDO:0016811	infores:gencc	infores:gencc			BCS1L	renal tubulopathy-encephalopathy-liver failure syndrome
HGNC:12703		MONDO:0019200	infores:gencc	infores:gencc			BEST1	retinitis pigmentosa
HGNC:12703		MONDO:0005514	infores:gencc	infores:gencc			BEST1	nanophthalmia
HGNC:12703		MONDO:0011979	infores:gencc	infores:gencc			BEST1	adult-onset foveomacular vitelliform dystrophy
HGNC:12703		MONDO:0016979	infores:gencc	infores:gencc			BEST1	MRCS syndrome
HGNC:1041		MONDO:0011430	infores:gencc	infores:gencc			BFSP2	pulverulent cataract
HGNC:1041		MONDO:0020372	infores:gencc	infores:gencc			BFSP2	early-onset sutural cataract
HGNC:1041		MONDO:0018611	infores:gencc	infores:gencc			BFSP2	early-onset lamellar cataract
HGNC:1076		MONDO:0011023	infores:gencc	infores:gencc			BMPR1A	hereditary mixed polyposis syndrome
HGNC:1077		MONDO:0008703	infores:gencc	infores:gencc			BMPR1B	acromesomelic dysplasia 2A
HGNC:1077		MONDO:0009231	infores:gencc	infores:gencc			BMPR1B	acromesomelic dysplasia 2B
HGNC:1077		MONDO:0007215	infores:gencc	infores:gencc			BMPR1B	brachydactyly type A1
HGNC:1078		MONDO:0017148	infores:gencc	infores:gencc			BMPR2	heritable pulmonary arterial hypertension
HGNC:1097		MONDO:0007893	infores:gencc	infores:gencc			BRAF	Noonan syndrome with multiple lentigines
HGNC:1097		MONDO:0007893	infores:gencc	infores:gencc			BRAF	Noonan syndrome with multiple lentigines
HGNC:1097		MONDO:0015280	infores:gencc	infores:gencc			BRAF	cardiofaciocutaneous syndrome
HGNC:1097		MONDO:0015280	infores:gencc	infores:gencc			BRAF	cardiofaciocutaneous syndrome
HGNC:1100		MONDO:0019391	infores:gencc	infores:gencc			BRCA1	Fanconi anemia
HGNC:1100		MONDO:0003582	infores:gencc	infores:gencc			BRCA1	hereditary breast ovarian cancer syndrome
HGNC:1101		MONDO:0019391	infores:gencc	infores:gencc			BRCA2	Fanconi anemia
HGNC:1101		MONDO:0003582	infores:gencc	infores:gencc			BRCA2	hereditary breast ovarian cancer syndrome
HGNC:20473		MONDO:0019391	infores:gencc	infores:gencc			BRIP1	Fanconi anemia
HGNC:20473		MONDO:0019391	infores:gencc	infores:gencc			BRIP1	Fanconi anemia
HGNC:15832		MONDO:0018883	infores:gencc	infores:gencc			BSCL2	Berardinelli-Seip congenital lipodystrophy
HGNC:15832		MONDO:0010043	infores:gencc	infores:gencc			BSCL2	hereditary spastic paraplegia 17
HGNC:15832		MONDO:0015353	infores:gencc	infores:gencc			BSCL2	neuronopathy, distal hereditary motor, type 5A
HGNC:15832		MONDO:0014402	infores:gencc	infores:gencc			BSCL2	severe neurodegenerative syndrome with lipodystrophy
HGNC:16512		MONDO:0019524	infores:gencc	infores:gencc			BSND	infantile Bartter syndrome with sensorineural deafness
HGNC:16512		MONDO:0019588	infores:gencc	infores:gencc			BSND	hearing loss, autosomal recessive
HGNC:1133		MONDO:0018967	infores:gencc	infores:gencc			BTK	short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia
HGNC:1149		MONDO:0000141	infores:gencc	infores:gencc			BUB1B	mosaic variegated aneuploidy syndrome
HGNC:16002		MONDO:0018053	infores:gencc	infores:gencc			MPLKIP	trichothiodystrophy
HGNC:1375		MONDO:0019200	infores:gencc	infores:gencc			CA4	retinitis pigmentosa
HGNC:1386		MONDO:0016293	infores:gencc	infores:gencc			CABP4	congenital stationary night blindness
HGNC:1386		MONDO:0020300	infores:gencc	infores:gencc			CABP4	autosomal dominant nocturnal frontal lobe epilepsy
HGNC:1388		MONDO:0016532	infores:gencc	infores:gencc			CACNA1A	Lennox-Gastaut syndrome
HGNC:1388		MONDO:0018925	infores:gencc	infores:gencc			CACNA1A	familial or sporadic hemiplegic migraine
HGNC:1388		MONDO:0019113	infores:gencc	infores:gencc			CACNA1A	benign paroxysmal torticollis of infancy
HGNC:1388		MONDO:0018614	infores:gencc	infores:gencc			CACNA1A	undetermined early-onset epileptic encephalopathy
HGNC:1388		MONDO:0018614	infores:gencc	infores:gencc			CACNA1A	undetermined early-onset epileptic encephalopathy
HGNC:1390		MONDO:0015263	infores:gencc	infores:gencc			CACNA1C	Brugada syndrome
HGNC:1390		MONDO:0015263	infores:gencc	infores:gencc			CACNA1C	Brugada syndrome
HGNC:1393		MONDO:0016293	infores:gencc	infores:gencc			CACNA1F	congenital stationary night blindness
HGNC:1393		MONDO:0015993	infores:gencc	infores:gencc			CACNA1F	cone-rod dystrophy
HGNC:1393		MONDO:0010371	infores:gencc	infores:gencc			CACNA1F	Aland island eye disease
HGNC:1397		MONDO:0008223	infores:gencc	infores:gencc			CACNA1S	hypokalemic periodic paralysis
HGNC:1404		MONDO:0009696	infores:gencc	infores:gencc			CACNB4	juvenile myoclonic epilepsy
HGNC:1404		MONDO:0013464	infores:gencc	infores:gencc			CACNB4	episodic ataxia type 5
HGNC:1500		MONDO:0017979	infores:gencc	infores:gencc			CASP10	autoimmune lymphoproliferative syndrome
HGNC:1513		MONDO:0017990	infores:gencc	infores:gencc			CASQ2	catecholaminergic polymorphic ventricular tachycardia
HGNC:1513		MONDO:0017990	infores:gencc	infores:gencc			CASQ2	catecholaminergic polymorphic ventricular tachycardia
HGNC:1513		MONDO:0017990	infores:gencc	infores:gencc			CASQ2	catecholaminergic polymorphic ventricular tachycardia
HGNC:1514		MONDO:0009397	infores:gencc	infores:gencc			CASR	neonatal severe primary hyperparathyroidism
HGNC:1514		MONDO:0018543	infores:gencc	infores:gencc			CASR	autosomal dominant hypocalcemia
HGNC:1516		MONDO:0013571	infores:gencc	infores:gencc			CAT	acatalasia
HGNC:1516		MONDO:0013571	infores:gencc	infores:gencc			CAT	acatalasia
HGNC:1516		MONDO:0013571	infores:gencc	infores:gencc			CAT	acatalasia
HGNC:1529		MONDO:0020704	infores:gencc	infores:gencc			CAV3	inherited rippling muscle disease
HGNC:1529		MONDO:0013686	infores:gencc	infores:gencc			CAV3	distal myopathy, Tateyama type
HGNC:30237		MONDO:0019502	infores:gencc	infores:gencc			CC2D1A	autosomal recessive non-syndromic intellectual disability
HGNC:30237		MONDO:0019502	infores:gencc	infores:gencc			CC2D1A	autosomal recessive non-syndromic intellectual disability
HGNC:21708		MONDO:0031037	infores:gencc	infores:gencc			CCM2	famililal cerebral cavernous malformations
HGNC:1633		MONDO:0015517	infores:gencc	infores:gencc			CD19	common variable immunodeficiency
HGNC:1633		MONDO:0015517	infores:gencc	infores:gencc			CD19	common variable immunodeficiency
HGNC:1713		MONDO:0020337	infores:gencc	infores:gencc			CDAN1	congenital dyserythropoietic anemia type 1
HGNC:16783		MONDO:0015027	infores:gencc	infores:gencc			CDC73	familial isolated hyperparathyroidism
HGNC:1748		MONDO:0007339	infores:gencc	infores:gencc			CDH1	blepharocheilodontic syndrome
HGNC:13733		MONDO:0019588	infores:gencc	infores:gencc			CDH23	hearing loss, autosomal recessive
HGNC:13733		MONDO:0010168	infores:gencc	infores:gencc			CDH23	Usher syndrome type 1
HGNC:13733		MONDO:0010168	infores:gencc	infores:gencc			CDH23	Usher syndrome type 1
HGNC:1762		MONDO:0011107	infores:gencc	infores:gencc			CDH3	congenital hypotrichosis with juvenile macular dystrophy
HGNC:18672		MONDO:0016660	infores:gencc	infores:gencc			CDK5RAP2	autosomal recessive primary microcephaly
HGNC:18672		MONDO:0016660	infores:gencc	infores:gencc			CDK5RAP2	autosomal recessive primary microcephaly
HGNC:11411		MONDO:0100062	infores:gencc	infores:gencc			CDKL5	developmental and epileptic encephalopathy
HGNC:11411		MONDO:0018097	infores:gencc	infores:gencc			CDKL5	West syndrome
HGNC:11411		MONDO:0017746	infores:gencc	infores:gencc			CDKL5	atypical Rett syndrome
HGNC:1786		MONDO:0016476	infores:gencc	infores:gencc			CDKN1C	Beckwith-Wiedemann syndrome due to CDKN1C mutation
HGNC:1786		MONDO:0018573	infores:gencc	infores:gencc			CDKN1C	intrauterine growth restriction-short stature-early adult-onset diabetes syndrome
HGNC:1787		MONDO:0018453	infores:gencc	infores:gencc			CDKN2A	familial atypical multiple mole melanoma syndrome
HGNC:1802		MONDO:0019575	infores:gencc	infores:gencc			CDSN	hypotrichosis simplex of the scalp
HGNC:1848		MONDO:0018911	infores:gencc	infores:gencc			CEL	maturity-onset diabetes of the young
HGNC:17272		MONDO:0016660	infores:gencc	infores:gencc			CENPJ	autosomal recessive primary microcephaly
HGNC:17272		MONDO:0019342	infores:gencc	infores:gencc			CENPJ	Seckel syndrome
HGNC:29021		MONDO:0018921	infores:gencc	infores:gencc			CEP290	Meckel syndrome
HGNC:29021		MONDO:0009480	infores:gencc	infores:gencc			CEP290	Joubert syndrome with oculorenal defect
HGNC:29021		MONDO:0017842	infores:gencc	infores:gencc			CEP290	Senior-Loken syndrome
HGNC:29021		MONDO:0018998	infores:gencc	infores:gencc			CEP290	Leber congenital amaurosis
HGNC:29021		MONDO:0015229	infores:gencc	infores:gencc			CEP290	Bardet-Biedl syndrome
HGNC:21699		MONDO:0019200	infores:gencc	infores:gencc			CERKL	retinitis pigmentosa
HGNC:4883		MONDO:0007471	infores:gencc	infores:gencc			CFH	Doyne honeycomb retinal dystrophy
HGNC:4883		MONDO:0019736	infores:gencc	infores:gencc			CFH	dense deposit disease
HGNC:5394		MONDO:0007471	infores:gencc	infores:gencc			CFI	Doyne honeycomb retinal dystrophy
HGNC:5394		MONDO:0012594	infores:gencc	infores:gencc			CFI	complement factor I deficiency
HGNC:5394		MONDO:0012594	infores:gencc	infores:gencc			CFI	complement factor I deficiency
HGNC:1875		MONDO:0015737	infores:gencc	infores:gencc			CFL2	typical nemaline myopathy
HGNC:8864		MONDO:0010713	infores:gencc	infores:gencc			CFP	properdin deficiency, X-linked
HGNC:8864		MONDO:0010713	infores:gencc	infores:gencc			CFP	properdin deficiency, X-linked
HGNC:1884		MONDO:0018801	infores:gencc	infores:gencc			CFTR	congenital bilateral absence of vas deferens
HGNC:1912		MONDO:0020345	infores:gencc	infores:gencc			CHAT	presynaptic congenital myasthenic syndrome
HGNC:20626		MONDO:0018800	infores:gencc	infores:gencc			CHD7	Kallmann syndrome
HGNC:20626		MONDO:0018555	infores:gencc	infores:gencc			CHD7	hypogonadotropic hypogonadism
HGNC:20626		MONDO:0011338	infores:gencc	infores:gencc			CHD7	Omenn syndrome
HGNC:24537		MONDO:0004976	infores:gencc	infores:gencc			CHMP2B	amyotrophic lateral sclerosis
HGNC:1955		MONDO:0020344	infores:gencc	infores:gencc			CHRNA1	postsynaptic congenital myasthenic syndrome
HGNC:1958		MONDO:0020300	infores:gencc	infores:gencc			CHRNA4	autosomal dominant nocturnal frontal lobe epilepsy
HGNC:1961		MONDO:0020344	infores:gencc	infores:gencc			CHRNB1	postsynaptic congenital myasthenic syndrome
HGNC:1961		MONDO:0020344	infores:gencc	infores:gencc			CHRNB1	postsynaptic congenital myasthenic syndrome
HGNC:1961		MONDO:0020344	infores:gencc	infores:gencc			CHRNB1	postsynaptic congenital myasthenic syndrome
HGNC:1965		MONDO:0009668	infores:gencc	infores:gencc			CHRND	lethal multiple pterygium syndrome
HGNC:1965		MONDO:0020344	infores:gencc	infores:gencc			CHRND	postsynaptic congenital myasthenic syndrome
HGNC:1965		MONDO:0020344	infores:gencc	infores:gencc			CHRND	postsynaptic congenital myasthenic syndrome
HGNC:1966		MONDO:0020344	infores:gencc	infores:gencc			CHRNE	postsynaptic congenital myasthenic syndrome
HGNC:1966		MONDO:0020344	infores:gencc	infores:gencc			CHRNE	postsynaptic congenital myasthenic syndrome
HGNC:7067		MONDO:0008855	infores:gencc	infores:gencc			CIITA	MHC class II deficiency
HGNC:7067		MONDO:0008855	infores:gencc	infores:gencc			CIITA	MHC class II deficiency
HGNC:7067		MONDO:0008855	infores:gencc	infores:gencc			CIITA	MHC class II deficiency
HGNC:2019		MONDO:0009710	infores:gencc	infores:gencc			CLCN1	Thomsen and Becker disease
HGNC:2019		MONDO:0009710	infores:gencc	infores:gencc			CLCN1	Thomsen and Becker disease
HGNC:2019		MONDO:0009710	infores:gencc	infores:gencc			CLCN1	Thomsen and Becker disease
HGNC:2025		MONDO:0019026	infores:gencc	infores:gencc			CLCN7	autosomal recessive osteopetrosis
HGNC:2025		MONDO:0019026	infores:gencc	infores:gencc			CLCN7	autosomal recessive osteopetrosis
HGNC:2025		MONDO:0012679	infores:gencc	infores:gencc			CLCN7	autosomal recessive osteopetrosis 6
HGNC:2027		MONDO:0009904	infores:gencc	infores:gencc			CLCNKB	Gitelman syndrome
HGNC:2027		MONDO:0019524	infores:gencc	infores:gencc			CLCNKB	infantile Bartter syndrome with sensorineural deafness
HGNC:2027		MONDO:0011822	infores:gencc	infores:gencc			CLCNKB	Bartter disease type 3
HGNC:225		MONDO:0018866	infores:gencc	infores:gencc			ADAR	Aicardi-Goutieres syndrome
HGNC:225		MONDO:0018866	infores:gencc	infores:gencc			ADAR	Aicardi-Goutieres syndrome
HGNC:225		MONDO:0010080	infores:gencc	infores:gencc			ADAR	familial infantile bilateral striatal necrosis
HGNC:325		MONDO:0018883	infores:gencc	infores:gencc			AGPAT2	Berardinelli-Seip congenital lipodystrophy
HGNC:325		MONDO:0018883	infores:gencc	infores:gencc			AGPAT2	Berardinelli-Seip congenital lipodystrophy
HGNC:333		MONDO:0009970	infores:gencc	infores:gencc			AGT	renal tubular dysgenesis of genetic origin
HGNC:343		MONDO:0013404	infores:gencc	infores:gencc			AHCY	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase
HGNC:343		MONDO:0013404	infores:gencc	infores:gencc			AHCY	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase
HGNC:343		MONDO:0013404	infores:gencc	infores:gencc			AHCY	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase
HGNC:21575		MONDO:0019200	infores:gencc	infores:gencc			AHI1	retinitis pigmentosa
HGNC:21575		MONDO:0019200	infores:gencc	infores:gencc			AHI1	retinitis pigmentosa
HGNC:21575		MONDO:0018772	infores:gencc	infores:gencc			AHI1	Joubert syndrome
HGNC:21575		MONDO:0016364	infores:gencc	infores:gencc			AHI1	Joubert syndrome with ocular defect
HGNC:359		MONDO:0018998	infores:gencc	infores:gencc			AIPL1	Leber congenital amaurosis
HGNC:360		MONDO:0016000	infores:gencc	infores:gencc			AIRE	familial isolated hypoparathyroidism due to impaired PTH secretion
HGNC:361		MONDO:0012967	infores:gencc	infores:gencc			AK1	hemolytic anemia due to adenylate kinase deficiency
HGNC:399		MONDO:0014449	infores:gencc	infores:gencc			ALB	congenital analbuminemia
HGNC:9722		MONDO:0019571	infores:gencc	infores:gencc			ALDH18A1	autosomal dominant cutis laxa
HGNC:9722		MONDO:0018644	infores:gencc	infores:gencc			ALDH18A1	autosomal dominant complex spastic paraplegia type 9B
HGNC:23159		MONDO:0018144	infores:gencc	infores:gencc			ALG2	congenital myasthenic syndromes with glycosylation defect
HGNC:430		MONDO:0017778	infores:gencc	infores:gencc			ALOX12B	lamellar ichthyosis
HGNC:430		MONDO:0017267	infores:gencc	infores:gencc			ALOX12B	self-healing collodion baby
HGNC:13743		MONDO:0017778	infores:gencc	infores:gencc			ALOXE3	lamellar ichthyosis
HGNC:13743		MONDO:0017267	infores:gencc	infores:gencc			ALOXE3	self-healing collodion baby
HGNC:438		MONDO:0016605	infores:gencc	infores:gencc			ALPL	perinatal lethal hypophosphatasia
HGNC:438		MONDO:0016607	infores:gencc	infores:gencc			ALPL	odontohypophosphatasia
HGNC:443		MONDO:0017593	infores:gencc	infores:gencc			ALS2	juvenile amyotrophic lateral sclerosis
HGNC:450		MONDO:0018953	infores:gencc	infores:gencc			ALX4	parietal foramina
HGNC:461		MONDO:0015048	infores:gencc	infores:gencc			AMELX	amelogenesis imperfecta type 2
HGNC:464		MONDO:0009857	infores:gencc	infores:gencc			AMH	persistent Mullerian duct syndrome
HGNC:467		MONDO:0010263	infores:gencc	infores:gencc			AMMECR1	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome
HGNC:11027		MONDO:0019350	infores:gencc	infores:gencc			SLC4A1	hereditary spherocytosis
HGNC:11027		MONDO:0017910	infores:gencc	infores:gencc			SLC4A1	dehydrated hereditary stomatocytosis
HGNC:11027		MONDO:0008368	infores:gencc	infores:gencc			SLC4A1	autosomal dominant distal renal tubular acidosis
HGNC:11027		MONDO:0012700	infores:gencc	infores:gencc			SLC4A1	renal tubular acidosis, distal, 4, with hemolytic anemia
HGNC:11027		MONDO:0008165	infores:gencc	infores:gencc			SLC4A1	southeast Asian ovalocytosis
HGNC:11027		MONDO:0008494	infores:gencc	infores:gencc			SLC4A1	cryohydrocytosis
HGNC:16438		MONDO:0005321	infores:gencc	infores:gencc			SLC4A11	Fuchs' endothelial dystrophy
HGNC:16438		MONDO:0005321	infores:gencc	infores:gencc			SLC4A11	Fuchs' endothelial dystrophy
HGNC:16438		MONDO:0009019	infores:gencc	infores:gencc			SLC4A11	congenital hereditary endothelial dystrophy of cornea
HGNC:11037		MONDO:0009297	infores:gencc	infores:gencc			SLC5A2	familial renal glucosuria
HGNC:11040		MONDO:0010132	infores:gencc	infores:gencc			SLC5A5	familial thyroid dyshormonogenesis
HGNC:11067		MONDO:0019746	infores:gencc	infores:gencc			SLC7A9	cystinuria type B
HGNC:18746		MONDO:0009489	infores:gencc	infores:gencc			SLURP1	hereditary palmoplantar keratoderma, Gamborg-Nielsen type
HGNC:6770		MONDO:0019180	infores:gencc	infores:gencc			SMAD4	hereditary hemorrhagic telangiectasia
HGNC:6770		MONDO:0019625	infores:gencc	infores:gencc			SMAD4	familial thoracic aortic aneurysm and aortic dissection
HGNC:11103		MONDO:0015452	infores:gencc	infores:gencc			SMARCB1	Coffin-Siris syndrome
HGNC:11103		MONDO:0008075	infores:gencc	infores:gencc			SMARCB1	schwannomatosis
HGNC:11103		MONDO:0016473	infores:gencc	infores:gencc			SMARCB1	familial rhabdoid tumor
HGNC:11103		MONDO:0016995	infores:gencc	infores:gencc			SMARCB1	familial multiple meningioma
HGNC:11111		MONDO:0016033	infores:gencc	infores:gencc			SMC1A	Cornelia de Lange syndrome
HGNC:11111		MONDO:0017746	infores:gencc	infores:gencc			SMC1A	atypical Rett syndrome
HGNC:11094		MONDO:0019517	infores:gencc	infores:gencc			SNAI2	Waardenburg syndrome type 2
HGNC:11094		MONDO:0019517	infores:gencc	infores:gencc			SNAI2	Waardenburg syndrome type 2
HGNC:11094		MONDO:0008244	infores:gencc	infores:gencc			SNAI2	piebaldism
HGNC:11094		MONDO:0008244	infores:gencc	infores:gencc			SNAI2	piebaldism
HGNC:11138		MONDO:0009830	infores:gencc	infores:gencc			SNCA	parkinsonian-pyramidal syndrome
HGNC:11138		MONDO:0018466	infores:gencc	infores:gencc			SNCA	hereditary late onset Parkinson disease
HGNC:11179		MONDO:0004976	infores:gencc	infores:gencc			SOD1	amyotrophic lateral sclerosis
HGNC:11187		MONDO:0018997	infores:gencc	infores:gencc			SOS1	Noonan syndrome
HGNC:11187		MONDO:0018997	infores:gencc	infores:gencc			SOS1	Noonan syndrome
HGNC:11187		MONDO:0016070	infores:gencc	infores:gencc			SOS1	hereditary gingival fibromatosis
HGNC:11190		MONDO:0019517	infores:gencc	infores:gencc			SOX10	Waardenburg syndrome type 2
HGNC:11190		MONDO:0019518	infores:gencc	infores:gencc			SOX10	Waardenburg-Shah syndrome
HGNC:11190		MONDO:0018800	infores:gencc	infores:gencc			SOX10	Kallmann syndrome
HGNC:11194		MONDO:0007670	infores:gencc	infores:gencc			SOX18	hypotrichosis-lymphedema-telangiectasia syndrome (grouping)
HGNC:11195		MONDO:0008428	infores:gencc	infores:gencc			SOX2	septooptic dysplasia
HGNC:11195		MONDO:0016764	infores:gencc	infores:gencc			SOX2	isolated anophthalmia-microphthalmia syndrome
HGNC:11204		MONDO:0009869	infores:gencc	infores:gencc			SOX9	isolated Pierre-Robin syndrome
HGNC:11204		MONDO:0009869	infores:gencc	infores:gencc			SOX9	isolated Pierre-Robin syndrome
HGNC:11204		MONDO:0010765	infores:gencc	infores:gencc			SOX9	46,XY complete gonadal dysgenesis
HGNC:11204		MONDO:0016281	infores:gencc	infores:gencc			SOX9	46,XX ovotesticular disorder of sex development
HGNC:11204		MONDO:0010766	infores:gencc	infores:gencc			SOX9	46,XX sex reversal 1
HGNC:11204		MONDO:0016674	infores:gencc	infores:gencc			SOX9	46,XY partial gonadal dysgenesis
HGNC:11226		MONDO:0017593	infores:gencc	infores:gencc			SPG11	juvenile amyotrophic lateral sclerosis
HGNC:18514		MONDO:0010156	infores:gencc	infores:gencc			SPART	Troyer syndrome
HGNC:11231		MONDO:0018213	infores:gencc	infores:gencc			ATL1	hereditary sensory and autonomic neuropathy type 1
HGNC:11237		MONDO:0018155	infores:gencc	infores:gencc			SPG7	lateral sclerosis
HGNC:11272		MONDO:0019350	infores:gencc	infores:gencc			SPTA1	hereditary spherocytosis
HGNC:11272		MONDO:0017319	infores:gencc	infores:gencc			SPTA1	hereditary elliptocytosis
HGNC:11274		MONDO:0019350	infores:gencc	infores:gencc			SPTB	hereditary spherocytosis
HGNC:11274		MONDO:0017319	infores:gencc	infores:gencc			SPTB	hereditary elliptocytosis
HGNC:11276		MONDO:0010848	infores:gencc	infores:gencc			SPTBN2	spinocerebellar ataxia type 5
HGNC:11277		MONDO:0018213	infores:gencc	infores:gencc			SPTLC1	hereditary sensory and autonomic neuropathy type 1
HGNC:30668		MONDO:0015587	infores:gencc	infores:gencc			SRPX2	rolandic epilepsy-speech dyspraxia syndrome
HGNC:11311		MONDO:0010765	infores:gencc	infores:gencc			SRY	46,XY complete gonadal dysgenesis
HGNC:11311		MONDO:0016281	infores:gencc	infores:gencc			SRY	46,XX ovotesticular disorder of sex development
HGNC:11311		MONDO:0016674	infores:gencc	infores:gencc			SRY	46,XY partial gonadal dysgenesis
HGNC:11429		MONDO:0015541	infores:gencc	infores:gencc			STX11	genetic hemophagocytic lymphohistiocytosis
HGNC:16466		MONDO:0018772	infores:gencc	infores:gencc			SUFU	Joubert syndrome
HGNC:11474		MONDO:0019083	infores:gencc	infores:gencc			SURF1	Leigh syndrome with cardiomyopathy
HGNC:11474		MONDO:0016815	infores:gencc	infores:gencc			SURF1	Leigh syndrome with leukodystrophy
HGNC:11474		MONDO:0014733	infores:gencc	infores:gencc			SURF1	Charcot-Marie-Tooth disease type 4K
HGNC:11515		MONDO:0014314	infores:gencc	infores:gencc			TBXT	sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome
HGNC:11592		MONDO:0018923	infores:gencc	infores:gencc			TBX1	22q11.2 deletion syndrome
HGNC:11600		MONDO:0010554	infores:gencc	infores:gencc			TBX22	Abruzzo-Erickson syndrome
HGNC:11603		MONDO:0017148	infores:gencc	infores:gencc			TBX4	heritable pulmonary arterial hypertension
HGNC:11610		MONDO:0015470	infores:gencc	infores:gencc			TCAP	familial isolated dilated cardiomyopathy
HGNC:11610		MONDO:0011170	infores:gencc	infores:gencc			TCAP	autosomal recessive limb-girdle muscular dystrophy type 2G
HGNC:11610		MONDO:0011170	infores:gencc	infores:gencc			TCAP	autosomal recessive limb-girdle muscular dystrophy type 2G
HGNC:11647		MONDO:0008742	infores:gencc	infores:gencc			TCIRG1	autosomal dominant severe congenital neutropenia
HGNC:11647		MONDO:0009138	infores:gencc	infores:gencc			TCIRG1	dysosteosclerosis
HGNC:11647		MONDO:0012679	infores:gencc	infores:gencc			TCIRG1	autosomal recessive osteopetrosis 6
HGNC:11654		MONDO:0002457	infores:gencc	infores:gencc			TCOF1	Treacher-Collins syndrome
HGNC:11654		MONDO:0002457	infores:gencc	infores:gencc			TCOF1	Treacher-Collins syndrome
HGNC:18884		MONDO:0011801	infores:gencc	infores:gencc			TDP1	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1
HGNC:11714		MONDO:0007176	infores:gencc	infores:gencc			TEAD1	helicoid peripapillary chorioretinal degeneration
HGNC:11714		MONDO:0007176	infores:gencc	infores:gencc			TEAD1	helicoid peripapillary chorioretinal degeneration
HGNC:11720		MONDO:0019587	infores:gencc	infores:gencc			TECTA	autosomal dominant nonsyndromic hearing loss
HGNC:11720		MONDO:0019588	infores:gencc	infores:gencc			TECTA	hearing loss, autosomal recessive
HGNC:11724		MONDO:0020366	infores:gencc	infores:gencc			TEK	congenital glaucoma
HGNC:11743		MONDO:0018758	infores:gencc	infores:gencc			TFAP2B	familial patent arterial duct
HGNC:11758		MONDO:0011468	infores:gencc	infores:gencc			TFG	hereditary motor and sensory neuropathy, Okinawa type
HGNC:11758		MONDO:0014295	infores:gencc	infores:gencc			TFG	hereditary spastic paraplegia 57
HGNC:11758		MONDO:0018567	infores:gencc	infores:gencc			TFG	autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation
HGNC:11766		MONDO:0032601	infores:gencc	infores:gencc			TGFB1	inflammatory bowel disease, immunodeficiency, and encephalopathy
HGNC:11766		MONDO:0032601	infores:gencc	infores:gencc			TGFB1	inflammatory bowel disease, immunodeficiency, and encephalopathy
HGNC:11768		MONDO:0019625	infores:gencc	infores:gencc			TGFB2	familial thoracic aortic aneurysm and aortic dissection
HGNC:11768		MONDO:0019625	infores:gencc	infores:gencc			TGFB2	familial thoracic aortic aneurysm and aortic dissection
HGNC:11768		MONDO:0019625	infores:gencc	infores:gencc			TGFB2	familial thoracic aortic aneurysm and aortic dissection
HGNC:11769		MONDO:0019625	infores:gencc	infores:gencc			TGFB3	familial thoracic aortic aneurysm and aortic dissection
